"x","y"
3.48654344238046,7.59613680055328
3.50073662823505,7.33215004803525
3.52424333867532,7.70941117959258
3.53606947333844,7.45367847116168
3.59934383578104,7.12288135281094
3.6120285497503,7.41963038851287
3.63390500330097,7.8466364566687
3.7106805942725,7.40472262869645
3.74296886254562,7.66608525917316
3.75792552047617,7.71744137126185
3.76212611126478,7.4813503478762
3.76718318499792,7.39154206093777
3.77959494039735,7.34578474633194
3.79245567852157,7.66183438329277
3.80090796129022,7.21034597465983
3.8032337216189,7.53757837972793
3.86192825516753,7.40124365706449
3.89815120399874,6.90815869927759
3.95284011716578,7.12675409218511
3.9610087518222,7.70902325004781
3.96733030172299,7.43307947767602
3.98035557131775,7.68372047308654
4.0218734819168,7.96284328151334
4.03561614898262,7.86269874420561
4.03880319209004,7.6643420967472
4.04835533470655,7.5924982429656
4.06559910267013,7.45415421577515
4.08142812205804,7.90169303031749
4.08953975557442,7.65892884960403
4.09458703214518,7.21817904321309
4.11375176515323,7.47950834513792
4.15191498077006,7.05413854850574
4.15950056942599,7.48841367787094
4.20010038774853,6.90881869573267
4.28162959643018,7.93364709119889
4.29008402383673,7.45194699453986
4.31669185581687,7.52208691232701
4.33171222382978,7.59841195252375
4.33305956699203,7.79481757187908
4.3525607375112,7.82651151960653
4.41370213759879,7.85109373987005
4.46810641664681,7.61840178601126
4.47201861215403,7.4247053626967
4.4768617604506,7.67332918616262
4.4960341927965,7.86015690780296
4.50893006728715,7.59887774759855
4.51092037757442,7.78962282332636
4.547209982805,7.55612151512643
4.54730423422809,7.8460702336874
4.55216079748345,7.88607323865624
4.58238750989592,7.85398895155229
4.59798795857436,7.86907752493502
4.60126292305835,8.35511868297925
4.6563344770782,8.17828962841244
4.69164359657618,8.31575352056159
4.74195527305946,7.88300527336564
4.74267986808746,8.15602272946184
4.75691884474085,8.42606714506621
4.76330196008608,8.13341415561914
4.78762297169098,7.65475177965126
4.79546958881979,8.28631424191976
4.8148719465373,7.75656262765081
4.8370562989932,8.06831373163341
4.84268366354409,8.6119792763132
4.88404999388636,8.50937941660384
4.88483239173352,8.62982894017921
4.89406525686798,8.45066468545509
4.90078959931812,8.35903463568346
4.91880001827865,8.18957629619714
4.91931162852641,8.81986030691365
4.9482629470136,8.4890261241556
4.95967147708182,8.32156278678012
4.99035622329323,8.77860967738973
5.00963910010245,8.87077784724032
5.09484799540639,9.26068622708467
5.14363344603052,8.74780831402196
5.15815769317228,8.83496058404449
5.19853987902384,8.92547870114386
5.27435927455457,9.12521080797674
5.28106143477787,9.14470117727332
5.28173701473563,9.16418092339347
5.3658496913948,9.82126031900254
5.37923389671782,9.32291222393566
5.41113873123653,9.48837217653795
5.43080506228101,9.8036433125448
5.43209612113308,9.9253396857338
5.46442874361944,9.54302148264998
5.49980611994917,9.71133220740729
5.50576184231463,9.98665712480097
5.51071506788207,10.124698110386
5.5312078393854,9.86785197701322
5.53309258111532,9.578727302382
5.5697355425046,10.4729914574814
5.60584747487153,10.5140970667376
5.62404211617994,10.0335908787056
5.62624954399103,10.2017209144874
5.64474886871073,9.8353749475986
5.67422911254407,10.5097512214113
5.70643784196122,10.87214262457
5.72002531975135,10.1029961040882
5.7357685945848,10.3677944206228
5.80546512350784,10.6283918683788
5.80613113159261,10.6205853602125
5.82641085833606,10.3491838098964
5.83466137836905,11.0099610839253
5.83867457520337,10.515029907294
5.86164532951321,10.9678863733081
5.87283908418945,11.1596511417386
5.87292617462855,10.9621464656578
5.92477393996466,11.4085890220729
5.92959791233104,11.1954371115354
5.93556976775707,11.0601256638327
5.95624827133975,11.4536746225893
5.99010896296204,11.298907748734
5.99247897363678,11.8586132696834
6.03574088593194,11.5591923569933
6.04071678672961,11.7940795936635
6.13346136762795,11.9531524448616
6.16734511191334,11.2678429313613
6.18953583684039,11.7557504873101
6.23190584455557,12.1393192185124
6.23232980114077,12.3060284421359
6.23721790783575,11.678243655955
